sample_name	shannon_diversity	env_biome	env_package	empo_4	empo_v2_4b	elevation	ph	water_content
13114.6.Mock.Community1	5.488934003377762	urban biome	misc environment	Mock community	Mock community	193.0	not applicable	not applicable
13114.6.Mock.Community4	6.456336037734777	urban biome	misc environment	Mock community	Mock community	193.0	not applicable	not applicable
13114.7.Mock.Community1	3.800635770506537	urban biome	misc environment	Mock community	Mock community	193.0	not applicable	not applicable
13114.7.Mock.Community4	3.768911457241135	urban biome	misc environment	Mock community	Mock community	193.0	not applicable	not applicable
13114.7.Mock.Community5	3.675092212848882	urban biome	misc environment	Mock community	Mock community	193.0	not applicable	not applicable
13114.BLANK5.5C	4.279459395174535	urban biome	misc environment	Sterile water blank	Sterile water blank	193.0	not applicable	not applicable
13114.BLANK6.10H	3.781328763355367	urban biome	misc environment	Sterile water blank	Sterile water blank	193.0	not applicable	not applicable
13114.BLANK6.11B	6.92991750934489	urban biome	misc environment	Sterile water blank	Sterile water blank	193.0	not applicable	not applicable
13114.BLANK7.7E	6.4127721658591685	urban biome	misc environment	Sterile water blank	Sterile water blank	193.0	not applicable	not applicable
13114.Negative1.P7	2.937253545402628	urban biome	misc environment	Sterile water blank	Sterile water blank	193.0	not applicable	not applicable
13114.Negative2.P8	3.314246231835439	urban biome	misc environment	Sterile water blank	Sterile water blank	193.0	not applicable	not applicable
13114.Negative3.P8	1.916600269889964	urban biome	misc environment	Sterile water blank	Sterile water blank	193.0	not applicable	not applicable
13114.Negative4.P8	2.9282729197327293	urban biome	misc environment	Sterile water blank	Sterile water blank	193.0	not applicable	not applicable
13114.Negative5.P7	5.19295929225844	urban biome	misc environment	Sterile water blank	Sterile water blank	193.0	not applicable	not applicable
13114.Negative5.P8	2.371486481881183	urban biome	misc environment	Sterile water blank	Sterile water blank	193.0	not applicable	not applicable
13114.Negative6.P6	3.376992613564796	urban biome	misc environment	Sterile water blank	Sterile water blank	193.0	not applicable	not applicable
13114.Negative6.P7	5.392366799490933	urban biome	misc environment	Sterile water blank	Sterile water blank	193.0	not applicable	not applicable
13114.Vibrio1.P1	0.0370337461313151	urban biome	misc environment	Single strain	Single strain	193.0	not applicable	not applicable
13114.Vibrio2.P1	0.0127787083319158	urban biome	misc environment	Single strain	Single strain	193.0	not applicable	not applicable
13114.Vibrio3.P1	0.0386337461313151	urban biome	misc environment	Single strain	Single strain	193.0	not applicable	not applicable
13114.Vibrio4.P1	0.0101838641507784	urban biome	misc environment	Single strain	Single strain	193.0	not applicable	not applicable
13114.angenent.65.s001	4.701025064112323	urban biome	host-associated	Animal proximal gut (non-saline)	Animal proximal gut (non-saline)	123.0	not applicable	not applicable
13114.angenent.65.s002	4.9261498745358026	urban biome	host-associated	Animal proximal gut (non-saline)	Animal proximal gut (non-saline)	123.0	not applicable	not applicable
13114.angenent.65.s003	4.457803273155427	urban biome	host-associated	Animal proximal gut (non-saline)	Animal proximal gut (non-saline)	123.0	not applicable	not applicable
13114.angenent.65.s004	4.838669326476521	urban biome	host-associated	Animal proximal gut (non-saline)	Animal proximal gut (non-saline)	123.0	not applicable	not applicable
13114.angenent.65.s005	5.290161096822856	urban biome	host-associated	Animal proximal gut (non-saline)	Animal proximal gut (non-saline)	123.0	not applicable	not applicable
13114.angenent.65.s006	4.425225972417117	urban biome	host-associated	Animal proximal gut (non-saline)	Animal proximal gut (non-saline)	123.0	not applicable	not applicable
13114.angenent.65.s007	4.478996857626722	urban biome	host-associated	Animal proximal gut (non-saline)	Animal proximal gut (non-saline)	123.0	not applicable	not applicable
13114.angenent.65.s008	4.531872923264535	urban biome	host-associated	Animal proximal gut (non-saline)	Animal proximal gut (non-saline)	123.0	not applicable	not applicable
13114.angenent.65.s009	4.406789599734049	urban biome	host-associated	Animal proximal gut (non-saline)	Animal proximal gut (non-saline)	123.0	not applicable	not applicable
13114.berry.2.s001	8.959053470837457	Small lake biome	sediment	Sediment (non-saline)	Sediment (non-saline)	75.6	not applicable	not applicable
13114.berry.2.s002	9.146383395286946	Small lake biome	sediment	Sediment (non-saline)	Sediment (non-saline)	75.6	not applicable	not applicable
13114.berry.2.s003	9.03924698961794	Small lake biome	sediment	Sediment (non-saline)	Sediment (non-saline)	75.6	not applicable	not applicable
13114.berry.2.s004	9.12652233119542	Small lake biome	sediment	Sediment (non-saline)	Sediment (non-saline)	75.6	not applicable	not applicable
13114.berry.2.s005	9.152022239202704	Small lake biome	sediment	Sediment (non-saline)	Sediment (non-saline)	75.6	not applicable	not applicable
13114.berry.2.s007	9.739318501557358	Small lake biome	sediment	Sediment (non-saline)	Sediment (non-saline)	69.8	not applicable	not applicable
13114.berry.2.s008	9.785404921775248	Small lake biome	sediment	Sediment (non-saline)	Sediment (non-saline)	69.8	not applicable	not applicable
13114.berry.2.s009	9.462724796742943	Small lake biome	sediment	Sediment (non-saline)	Sediment (non-saline)	69.8	not applicable	not applicable
13114.berry.2.s010	9.63861247794143	Small lake biome	sediment	Sediment (non-saline)	Sediment (non-saline)	69.8	not applicable	not applicable
13114.berry.2.s011	9.50116974734486	Small lake biome	sediment	Sediment (non-saline)	Sediment (non-saline)	69.8	not applicable	not applicable
13114.berry.2.s013	9.811377993282427	Small lake biome	sediment	Sediment (non-saline)	Sediment (non-saline)	92.7	not applicable	not applicable
13114.berry.2.s014	9.760922355923151	Small lake biome	sediment	Sediment (non-saline)	Sediment (non-saline)	92.7	not applicable	not applicable
13114.berry.2.s015	4.806457380182338	Small lake biome	sediment	Sediment (non-saline)	Sediment (non-saline)	92.7	not applicable	not applicable
13114.berry.2.s016	10.282451934973937	Small lake biome	sediment	Sediment (non-saline)	Sediment (non-saline)	92.7	not applicable	not applicable
13114.berry.2.s017	10.246557236866373	Small lake biome	sediment	Sediment (non-saline)	Sediment (non-saline)	92.7	not applicable	not applicable
13114.berry.2.s018	9.869701737956133	Small lake biome	sediment	Sediment (non-saline)	Sediment (non-saline)	92.7	not applicable	not applicable
13114.berry.2.s019	9.32891261222679	Small lake biome	sediment	Sediment (non-saline)	Sediment (non-saline)	92.7	not applicable	not applicable
13114.berry.2.s020	9.031685310066807	Small lake biome	sediment	Sediment (non-saline)	Sediment (non-saline)	92.7	not applicable	not applicable
13114.bittleston.68.s001	4.013373497351882	temperate shrubland	plant-associated	Plant surface (non-saline)	Plant surface (non-saline)	29.0	not applicable	not applicable
13114.bittleston.68.s002	3.548644381118137	temperate shrubland	plant-associated	Plant surface (non-saline)	Plant surface (non-saline)	29.0	not applicable	not applicable
13114.bittleston.68.s003	3.85047251043098	temperate shrubland	plant-associated	Plant surface (non-saline)	Plant surface (non-saline)	29.0	not applicable	not applicable
13114.bittleston.68.s004	3.766826377234973	tropical moist broadleaf forest	plant-associated	Plant surface (non-saline)	Plant surface (non-saline)	56.0	not applicable	not applicable
13114.bittleston.68.s005	5.365861082087734	tropical moist broadleaf forest	plant-associated	Plant surface (non-saline)	Plant surface (non-saline)	56.0	not applicable	not applicable
13114.bittleston.68.s006	6.069038172757027	tropical moist broadleaf forest	plant-associated	Plant surface (non-saline)	Plant surface (non-saline)	56.0	not applicable	not applicable
13114.bittleston.68.s007	2.6778069774538005	tropical moist broadleaf forest	plant-associated	Plant surface (non-saline)	Plant surface (non-saline)	1050.0	not applicable	not applicable
13114.bittleston.68.s008	3.683418271877057	tropical moist broadleaf forest	plant-associated	Plant surface (non-saline)	Plant surface (non-saline)	1050.0	not applicable	not applicable
13114.bittleston.68.s009	3.426875101401297	tropical moist broadleaf forest	plant-associated	Plant surface (non-saline)	Plant surface (non-saline)	1050.0	not applicable	not applicable
13114.bittleston.68.s010	3.5245473487504344	flooded savanna	plant-associated	Plant surface (non-saline)	Plant surface (non-saline)	66.0	not applicable	not applicable
13114.bittleston.68.s011	4.931262567883531	freshwater biome	plant-associated	Plant surface (non-saline)	Plant surface (non-saline)	37.0	not applicable	not applicable
13114.bittleston.68.s012	4.560968217478413	freshwater biome	plant-associated	Plant surface (non-saline)	Plant surface (non-saline)	6.0	not applicable	not applicable
13114.bittleston.68.s013	3.645857304199811	temperate shrubland	plant-associated	Plant surface (non-saline)	Plant surface (non-saline)	229.0	not applicable	not applicable
13114.bowen.74.s001	9.722987894861802	marine salt marsh biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.bowen.74.s002	9.469200538560708	marine salt marsh biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.bowen.74.s003	9.643306826807509	marine salt marsh biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.bowen.74.s004	9.40919279043	marine salt marsh biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.bowen.74.s005	9.78983943450836	marine salt marsh biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.bowen.74.s006	9.409953318057484	marine salt marsh biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.bowen.74.s007	9.198567792860574	marine salt marsh biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.bowen.74.s008	8.922304506487263	marine salt marsh biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.bowen.74.s009	9.813486668466428	marine salt marsh biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.bowen.74.s010	9.74999175958432	marine salt marsh biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.bowen.74.s011	9.819708381495532	marine salt marsh biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.bowen.74.s012	9.625865834976086	marine salt marsh biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.bowen.74.s013	9.329883587538788	marine salt marsh biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.bowen.74.s014	9.6433941665398	marine salt marsh biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.bowen.74.s015	9.676395504549776	marine salt marsh biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.bowen.74.s016	9.81677697431792	marine salt marsh biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.control.soil.under.pine.tree.by.Skaggs	8.281473062960837	urban biome	soil	Soil (non-saline)	Soil (non-saline)	193.0	not applicable	not applicable
13114.distel.72.s001	0.7984162669019588	marine biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.distel.72.s002	6.204220126528752	marine biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.distel.72.s004	2.3014883327205062	marine biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.distel.72.s006	4.731935953625946	marine biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.distel.72.s007	6.9365286041532	marine biome	host-associated	Animal proximal gut (saline)	Animal proximal gut (saline)	0.0	not applicable	not applicable
13114.distel.72.s008	7.027594791504272	marine biome	host-associated	Animal proximal gut (saline)	Animal proximal gut (saline)	0.0	not applicable	not applicable
13114.distel.72.s009	7.056712668966411	marine biome	host-associated	Animal proximal gut (saline)	Animal proximal gut (saline)	0.0	not applicable	not applicable
13114.distel.72.s010	2.793237596334349	marine biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.distel.72.s011	7.12255855668994	marine biome	host-associated	Animal proximal gut (saline)	Animal proximal gut (saline)	0.0	not applicable	not applicable
13114.distel.72.s012	6.800619994929677	marine biome	host-associated	Animal proximal gut (saline)	Animal proximal gut (saline)	0.0	not applicable	not applicable
13114.distel.72.s013	7.112927713346435	marine biome	host-associated	Animal proximal gut (saline)	Animal proximal gut (saline)	0.0	not applicable	not applicable
13114.distel.72.s014	5.702837225649255	marine biome	host-associated	Surface (saline)	Surface (saline)	0.0	not applicable	not applicable
13114.distel.72.s015	4.202459588988073	marine biome	host-associated	Surface (saline)	Surface (saline)	0.0	not applicable	not applicable
13114.girguis.50.s001	6.694906119349404	marine biome	host-associated	Animal distal gut (saline)	Animal distal gut (saline)	0.0	not applicable	not applicable
13114.girguis.50.s002	5.269880641054303	marine biome	host-associated	Animal distal gut (saline)	Animal distal gut (saline)	0.0	not applicable	not applicable
13114.girguis.50.s003	5.122595324507891	marine biome	host-associated	Animal distal gut (saline)	Animal distal gut (saline)	0.0	not applicable	not applicable
13114.girguis.50.s004	4.908175452422787	marine biome	host-associated	Animal distal gut (saline)	Animal distal gut (saline)	0.0	not applicable	not applicable
13114.girguis.50.s005	6.507917760360861	marine biome	host-associated	Animal distal gut (saline)	Animal distal gut (saline)	0.0	not applicable	not applicable
13114.girguis.50.s006	2.8385465826964604	marine biome	host-associated	Animal distal gut (saline)	Animal distal gut (saline)	0.0	not applicable	not applicable
13114.girguis.50.s007	5.040419075102139	marine biome	host-associated	Animal distal gut (saline)	Animal distal gut (saline)	0.0	not applicable	not applicable
13114.girguis.50.s008	4.5095890321238175	marine biome	host-associated	Animal distal gut (saline)	Animal distal gut (saline)	0.0	not applicable	not applicable
13114.girguis.50.s009	2.9412249339167147	marine biome	host-associated	Animal distal gut (saline)	Animal distal gut (saline)	0.0	not applicable	not applicable
13114.girguis.50.s010	4.4519905564004	marine biome	host-associated	Animal distal gut (saline)	Animal distal gut (saline)	0.0	not applicable	not applicable
13114.girguis.50.s011	6.2922204189392765	marine biome	host-associated	Animal distal gut (saline)	Animal distal gut (saline)	0.0	not applicable	not applicable
13114.girguis.50.s012	5.766204366637941	marine biome	host-associated	Animal distal gut (saline)	Animal distal gut (saline)	0.0	not applicable	not applicable
13114.jensen.43.s001	9.227735519696951	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.jensen.43.s002	9.16821389947096	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.jensen.43.s003	9.147377347166325	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.jensen.43.s004	9.345226809497936	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.jensen.43.s005	9.562350838876174	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.jensen.43.s006	9.424797687838586	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.jensen.43.s007	7.742744254944309	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.jensen.43.s008	8.712906179175116	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.jensen.43.s009	8.75842429308693	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.jensen.43.s010	8.583868947527185	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.jensen.43.s011	8.480807231260512	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.jensen.43.s012	8.62947640617406	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.jensen.43.s013	9.117269180676432	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.jensen.43.s014	9.83857156511664	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.jensen.43.s015	9.64114806265583	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.jensen.43.s016	9.466856502763669	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.jensen.43.s017	9.649769508204676	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.jensen.43.s018	9.4396854769733	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.jensen.43.s019	8.827192144856506	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.king.27.s001	7.159239427799083	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.king.27.s002	5.983159359822651	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.king.27.s003	6.965993394503736	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.king.27.s004	6.419566910473101	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.king.27.s005	7.178718834365227	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.king.27.s006	6.082698259992731	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.king.27.s007	5.228773202698864	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.king.27.s008	6.207073654725547	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.king.27.s009	4.432381842632969	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.king.27.s010	6.509774096752276	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.king.27.s011	6.5811054081165015	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.king.27.s012	7.394835597263009	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.king.27.s013	6.137398043394993	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.king.27.s014	6.539536185856857	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.king.27.s015	6.086371638925812	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.king.27.s016	5.457161347615327	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.king.27.s017	4.666853212434858	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.king.27.s018	5.172354072320653	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.king.27.s020	6.534481413241564	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.king.27.s021	3.947660936889375	forest biome	soil	Soil (non-saline)	Soil (non-saline)	1500.0	not applicable	not applicable
13114.lcms.blank.material.control.01.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.material.control.02.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.material.control.03.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.material.control.04.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.material.control.05.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.material.control.06.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.material.control.07.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.material.control.08.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.material.control.09.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.material.control.10.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.material.control.11.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.material.control.2.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.solvent.01.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.solvent.02.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.solvent.03.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.solvent.04.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.solvent.05.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.solvent.36.rep7		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.solvent.37.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.solvent.38.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.solvent.39.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.solvent.40.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.solvent.41.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.solvent.42.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.solvent.43.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.solvent.44.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.solvent.45.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.solvent.84.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.solvent.87.rep2		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.spe.01.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.spe.02.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.spe.05.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.spe.06.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.blank.spe.10.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.material.control.ctab1.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.material.control.ctab2.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.material.control.ctab3.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.material.control.ctab4.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.material.control.ctab5.2x.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.material.control.ctab6.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.material.control.filter.gpwp1.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.material.control.filter.gpwp2.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.material.control.filter.gpwp3.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.material.control.filter.sterivex.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.material.control.whirlpak1.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.material.control.whirlpak2.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.material.control.ziplock1.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.lcms.material.control.ziplock2.rep1		urban biome	misc environment			193.0	not applicable	not applicable
13114.macrae.crerar.3.s006	9.474443953585808	montane grasslands and shrubland biome	soil	Soil (non-saline)	Soil (non-saline)	1747.0	7	not applicable
13114.macrae.crerar.3.s008	9.228099772513282	montane grasslands and shrubland biome	soil	Soil (non-saline)	Soil (non-saline)	1747.0	7.25	not applicable
13114.macrae.crerar.3.s010	9.07765095339851	montane grasslands and shrubland biome	soil	Soil (non-saline)	Soil (non-saline)	1735.0	7.23	not applicable
13114.makhalanyane.46.s002	6.954292420197749	tropical desert biome	soil	Soil (non-saline)	Soil (non-saline)	279.0	7.26	not applicable
13114.makhalanyane.46.s003	6.108161802943114	tropical desert biome	soil	Soil (non-saline)	Soil (non-saline)	457.0	7.18	not applicable
13114.makhalanyane.46.s006	8.51590733904237	tropical desert biome	soil	Soil (non-saline)	Soil (non-saline)	859.0	7.49	not applicable
13114.makhalanyane.46.s007	9.214905597855818	tropical desert biome	soil	Soil (non-saline)	Soil (non-saline)	957.0	7.55	not applicable
13114.makhalanyane.46.s009	9.037918381707064	tropical desert biome	soil	Soil (non-saline)	Soil (non-saline)	1011.0	7.48	not applicable
13114.makhalanyane.46.s010	9.421936234845852	tropical desert biome	soil	Soil (non-saline)	Soil (non-saline)	1240.0	7.06	not applicable
13114.mayer.33.s001	7.572238626718821	grassland biome	sediment	Sediment (non-saline)	Sediment (non-saline)	1189.0	7.78	not applicable
13114.mayer.33.s002	6.919298119890286	grassland biome	sediment	Sediment (non-saline)	Sediment (non-saline)	1142.0	7.02	not applicable
13114.mayer.33.s003	8.585520914712264	grassland biome	sediment	Sediment (non-saline)	Sediment (non-saline)	1183.0	7.58	not applicable
13114.mayer.33.s004	9.053452058945934	grassland biome	sediment	Sediment (non-saline)	Sediment (non-saline)	1153.0	7.5	not applicable
13114.mayer.33.s005	8.760830832592278	grassland biome	sediment	Sediment (non-saline)	Sediment (non-saline)	1169.0	8.85	not applicable
13114.mayer.33.s006	7.623108486473936	grassland biome	sediment	Sediment (non-saline)	Sediment (non-saline)	1188.0	9.03	not applicable
13114.mayer.33.s007	8.350463761310593	grassland biome	sediment	Sediment (non-saline)	Sediment (non-saline)	990.0	8.28	not applicable
13114.mayer.34.s001	3.8413220985925913	Small river biome	sediment	Sediment (non-saline)	Sediment (non-saline)	3212.0	4.05	not applicable
13114.mayer.34.s002	3.779468300796343	Small river biome	sediment	Sediment (non-saline)	Sediment (non-saline)	3191.0	5.55	not applicable
13114.mayer.34.s003	5.87261340885704	Small river biome	sediment	Sediment (non-saline)	Sediment (non-saline)	2832.0	3.78	not applicable
13114.mayer.34.s004	7.819621797599786	Small river biome	sediment	Sediment (non-saline)	Sediment (non-saline)	2852.0	7.68	not applicable
13114.mayer.34.s005	7.144100805602113	Small river biome	sediment	Sediment (non-saline)	Sediment (non-saline)	1988.0	7.83	not applicable
13114.mayer.34.s006	7.534770799379675	Small river biome	sediment	Sediment (non-saline)	Sediment (non-saline)	1706.0	8.26	not applicable
13114.mayer.34.s007	8.276507998621577	Small river biome	sediment	Sediment (non-saline)	Sediment (non-saline)	1609.0	8.44	not applicable
13114.mayer.34.s008	5.654565771603618	Small river biome	sediment	Sediment (non-saline)	Sediment (non-saline)	1735.0	8.87	not applicable
13114.mayer.34.s009	8.550035188258745	Small river biome	sediment	Sediment (non-saline)	Sediment (non-saline)	1601.0	8.46	not applicable
13114.mayer.34.s010	7.946594523918684	Small river biome	sediment	Sediment (non-saline)	Sediment (non-saline)	1598.0	8.25	not applicable
13114.mcmahon.21.s001	4.704933744684281	urban biome	wastewater/sludge	Water (non-saline)	Bioreactor (non-saline)	1288.0	7.4	not applicable
13114.mcmahon.21.s003	4.927554764963812	urban biome	wastewater/sludge	Water (non-saline)	Bioreactor (non-saline)	1288.0	7.4	not applicable
13114.mcmahon.21.s004	5.857812249822945	urban biome	wastewater/sludge	Water (non-saline)	Bioreactor (non-saline)	1288.0	7.4	not applicable
13114.mcmahon.21.s005	5.1059343543475375	urban biome	wastewater/sludge	Water (non-saline)	Bioreactor (non-saline)	1288.0	7.4	not applicable
13114.mcmahon.21.s006	5.132944352829633	urban biome	wastewater/sludge	Water (non-saline)	Bioreactor (non-saline)	1288.0	7.4	not applicable
13114.mcmahon.21.s007	5.201740307052621	urban biome	wastewater/sludge	Water (non-saline)	Bioreactor (non-saline)	1288.0	7.4	not applicable
13114.mcmahon.21.s008	4.009414589063977	urban biome	wastewater/sludge	Water (non-saline)	Bioreactor (non-saline)	226.0	7.9	not applicable
13114.mcmahon.21.s009	3.778876535548248	urban biome	wastewater/sludge	Water (non-saline)	Bioreactor (non-saline)	226.0	7.9	not applicable
13114.mcmahon.21.s010	3.810684491043064	urban biome	wastewater/sludge	Water (non-saline)	Bioreactor (non-saline)	226.0	7.9	not applicable
